Exp,HMI,VP,TC12_Comment,TC12_valid,TC12_EB_triggered,TC12_Aut_Lvl_Notification,TC12_Aut_Lvl_End,TC12_TimeToL0,TC12_Nth_Gaze_To_IC,TC12_N_Gazes_Till_EB_or_TO,TC12_IC_Glance_Allocation_Time,TC12_IC_Glance_at_Start,TC12_IC_Number_Of_Glances_after_start,TC12_IC_Total_Duration,TC12_IC_Mean_Duration,TC12_IC_Max_Duration,TC12_IC_First_Glance_Duration_incl_start,TC12_IC_First_Glance_Duration_without_start,TC12_Street_Glance_at_Start,TC12_Street_Number_Of_Glances_after_start,TC12_Street_Total_Duration,TC12_Street_Mean_Duration,TC12_Street_Max_Duration,TC12_Street_First_Glance_Duration_incl_start,TC12_Street_First_Glance_Duration_without_start,TC12_Surt_Glance_at_Start,TC12_Surt_Number_Of_Glances_after_start,TC12_Surt_Total_Duration,TC12_Surt_Mean_Duration,TC12_Surt_Max_Duration,TC12_Surt_First_Glance_Duration_incl_start,TC12_Surt_First_Glance_Duration_without_start,TC12_Wheel_Glance_at_Start,TC12_Wheel_Number_Of_Glances_after_start,TC12_Wheel_Total_Duration,TC12_Wheel_Mean_Duration,TC12_Wheel_Max_Duration,TC12_Wheel_First_Glance_Duration_incl_start,TC12_Wheel_First_Glance_Duration_without_start
1,HC,11,,1,1,3,0,7.3666603,1,5,0.750,0,3,3.880,1.293,2.130,1.190,1.190,0,1,0.730,0.730,0.730,0.730,0.730,1,1,0.750,0.750,0.750,0.750,,0,1,0.64,0.64,0.64,0.64,0.64
1,HC,12,,1,0,3,0,3.6499987,1,3,0.780,0,2,2.410,1.205,2.190,2.190,2.190,0,0,0.000,,0.000,,,1,1,0.780,0.780,0.780,0.780,,0,1,0.46,0.46,0.46,0.46,0.46
1,HC,13,,1,0,3,0,4.9499984,1,3,0.990,0,2,2.840,1.420,2.180,2.180,2.180,0,0,0.000,,0.000,,,1,1,0.990,0.990,0.990,0.990,,0,1,1.12,1.12,1.12,1.12,1.12
1,HC,14,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HC,15,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HC,16,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HC,17,,1,0,3,0,2.466665,1,3,0.530,0,2,1.407,0.703,1.090,1.090,1.090,0,0,0.000,,0.000,,,1,1,0.530,0.530,0.530,0.530,,0,1,0.53,0.53,0.53,0.53,0.53
1,HC,18,,1,0,3,0,3.0999956,1,7,0.912,0,3,0.858,0.286,0.658,0.658,0.658,0,2,0.590,0.295,0.540,0.540,0.540,1,1,0.912,0.912,0.912,0.912,,0,2,0.74,0.37,0.54,0.54,0.54
1,HC,19,,1,1,3,0,7.6666692,1,3,0.470,0,2,4.080,2.040,3.380,3.380,3.380,0,1,1.450,1.450,1.450,1.450,1.450,1,1,0.470,0.470,0.470,0.470,,0,0,0.00,,0.00,,
1,HC,20,,1,0,3,0,1.8500015,1,2,0.630,0,1,1.020,1.020,1.020,1.020,1.020,0,1,0.200,0.200,0.200,0.200,0.200,1,1,0.630,0.630,0.630,0.630,,0,0,0.00,,0.00,,
1,HC,21,,1,0,3,0,3.2166672,1,4,0.620,0,2,1.997,0.998,1.710,1.710,1.710,0,1,0.190,0.190,0.190,0.190,0.190,1,1,0.620,0.620,0.620,0.620,,0,1,0.41,0.41,0.41,0.41,0.41
1,HC,22,,1,0,3,0,2.6833317,1,3,0.340,0,2,1.763,0.882,1.340,1.340,1.340,0,0,0.000,,0.000,,,1,1,0.340,0.340,0.340,0.340,,0,1,0.58,0.58,0.58,0.58,0.58
1,HC,23,,1,0,3,0,2.2166666,1,3,0.690,0,1,0.800,0.800,0.800,0.800,0.800,0,1,0.147,0.147,0.147,0.147,0.147,1,1,0.690,0.690,0.690,0.690,,0,1,0.58,0.58,0.58,0.58,0.58
1,HC,24,,1,1,3,0,9.133331,1,6,0.510,0,3,3.830,1.277,2.350,2.350,2.350,0,2,1.250,0.625,0.800,0.450,0.450,1,2,0.920,0.460,0.510,0.510,0.410,0,0,0.00,,0.00,,
1,HC,25,,1,1,3,0,7.4333353,1,5,0.080,0,3,5.190,1.730,3.030,0.090,0.090,0,1,0.340,0.340,0.340,0.340,0.340,1,2,0.470,0.235,0.390,0.080,0.390,0,0,0.00,,0.00,,
1,HC,26,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LC,51,sieht den Fehler nicht schaut immer kurz hin. schaut bei Übersteuern bereits auf street,1,1,3,0,8.2999947,1,11,0.040,0,6,5.850,0.975,5.710,0.060,0.060,0,0,0.000,,0.000,,,1,6,0.150,0.025,0.040,0.040,0.020,0,0,0.00,,0.00,,
1,LC,52,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LC,53,,1,0,3,0,4.5666694,1,4,0.530,0,2,3.570,1.785,2.070,1.500,1.500,0,1,0.300,0.300,0.300,0.300,0.300,1,1,0.530,0.530,0.530,0.530,,0,1,0.17,0.17,0.17,0.17,0.17
1,LC,54,,1,1,3,0,7.9833333,1,2,0.510,0,1,5.390,5.390,5.390,5.390,5.390,0,1,0.100,0.100,0.100,0.100,0.100,1,1,0.510,0.510,0.510,0.510,,0,0,0.00,,0.00,,
1,LC,55,,1,1,3,0,7.8000014,2,2,1.180,0,1,4.820,4.820,4.820,4.820,4.820,0,1,0.900,0.900,0.900,0.900,0.900,1,1,0.280,0.280,0.280,0.280,,0,0,0.00,,0.00,,
1,LC,56,,1,1,3,0,12.1499987,999,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
1,LC,57,,1,1,3,0,7.9333278,1,9,0.480,0,5,3.599,0.720,1.394,1.394,1.394,0,3,1.547,0.516,0.629,0.561,0.561,1,1,0.480,0.480,0.480,0.480,,0,1,0.37,0.37,0.37,0.37,0.37
1,LC,58,,1,0,3,0,3.2500008,1,5,0.460,0,3,1.900,0.633,1.070,1.070,1.070,0,1,0.560,0.560,0.560,0.560,0.560,1,1,0.460,0.460,0.460,0.460,,0,1,0.33,0.33,0.33,0.33,0.33
1,LC,59,,1,1,3,0,9.3499977,1,1,5.620,0,1,0.380,0.380,0.380,0.380,0.380,0,0,0.000,,0.000,,,1,1,5.620,5.620,5.620,5.620,,0,0,0.00,,0.00,,
1,LC,60,,1,0,3,0,2.7333195,1,3,0.380,0,2,1.983,0.992,1.570,1.570,1.570,1,1,0.380,0.380,0.380,0.380,,0,0,0.000,,0.000,,,0,1,0.37,0.37,0.37,0.37,0.37
1,LC,61,,1,0,3,0,3.0999999,1,1,0.558,0,1,2.542,2.542,2.542,2.542,2.542,0,0,0.000,,0.000,,,1,1,0.558,0.558,0.558,0.558,,0,0,0.00,,0.00,,
1,LC,62,,1,0,3,0,3.6166639,0,2,,1,2,2.887,1.443,2.270,2.270,0.617,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,0,1,0.73,0.73,0.73,0.73,0.73
1,LC,63,,1,0,3,0,3.55,1,3,0.652,0,2,2.488,1.244,2.028,2.028,2.028,0,0,0.000,,0.000,,,1,1,0.652,0.652,0.652,0.652,,0,1,0.41,0.41,0.41,0.41,0.41
1,LC,64,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LC,65,,1,1,3,0,8.0833351,1,4,2.190,0,2,2.820,1.410,1.770,1.770,1.770,0,1,0.840,0.840,0.840,0.840,0.840,1,1,2.190,2.190,2.190,2.190,,0,1,0.15,0.15,0.15,0.15,0.15
1,LC,66,,1,1,3,0,8.616636,0,5,,1,3,3.930,1.310,1.710,1.710,1.570,0,3,2.070,0.690,1.050,0.710,0.710,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
1,LC,67,,1,0,3,0,2.5333351,0,2,,1,2,1.993,0.997,1.570,1.570,0.423,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,0,1,0.54,0.54,0.54,0.54,0.54
1,LC,68,,1,1,3,0,6.1666651,1,6,0.770,0,3,3.900,1.300,1.630,1.630,1.630,0,1,0.280,0.280,0.280,0.280,0.280,1,2,1.220,0.610,0.770,0.770,0.450,0,1,0.60,0.60,0.60,0.60,0.60
1,LC,69,,1,0,3,0,3.6499978,1,5,0.400,0,3,2.380,0.793,1.670,1.670,1.670,0,1,0.390,0.390,0.390,0.390,0.390,1,1,0.400,0.400,0.400,0.400,,0,1,0.48,0.48,0.48,0.48,0.48
1,LC,70,,1,1,3,0,11.583351,1,7,0.360,0,4,3.880,0.970,1.610,1.610,1.610,0,3,1.760,0.587,1.660,0.020,0.020,1,1,0.360,0.360,0.360,0.360,,0,0,0.00,,0.00,,
1,LC,71,,1,0,3,0,2.9499956,0,1,,1,1,2.240,2.240,2.240,2.240,,0,1,0.710,0.710,0.710,0.710,0.710,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
1,LC,72,,1,0,3,0,3.7832473,1,3,1.550,0,2,1.823,0.912,1.500,1.500,1.500,0,0,0.000,,0.000,,,1,1,1.550,1.550,1.550,1.550,,0,1,0.41,0.41,0.41,0.41,0.41
1,LC,73,,1,1,3,0,9.2166647,999,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
1,LC,74,,1,1,3,0,7.55,1,1,0.400,0,1,5.600,5.600,5.600,5.600,5.600,0,0,0.000,,0.000,,,1,1,0.400,0.400,0.400,0.400,,0,0,0.00,,0.00,,
1,LC,75,,1,1,3,0,9.1833333,1,3,0.600,0,2,4.680,2.340,4.670,4.670,4.670,0,0,0.000,,0.000,,,1,1,0.600,0.600,0.600,0.600,,0,1,0.72,0.72,0.72,0.72,0.72
1,LC,76,,1,0,3,0,2.6166675,1,3,0.930,0,2,1.117,0.558,0.780,0.780,0.780,0,1,0.570,0.570,0.570,0.570,0.570,1,1,0.930,0.930,0.930,0.930,,0,0,0.00,,0.00,,
1,LC,77,,1,0,3,0,3.2333639,1,4,0.730,0,2,1.753,0.877,1.070,1.070,1.070,0,1,0.410,0.410,0.410,0.410,0.410,1,1,0.730,0.730,0.730,0.730,,0,1,0.34,0.34,0.34,0.34,0.34
2,HC,4,,1,0,3,0,2.8,1,2,0.918,0,1,1.598,1.598,1.598,1.598,1.598,1,2,1.202,0.601,0.918,0.918,0.284,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
2,HC,5,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HC,6,,1,0,3,0,3.7,1,1,0.085,0,1,3.615,3.615,3.615,3.615,3.615,0,0,0.000,,0.000,,,1,1,0.085,0.085,0.085,0.085,,0,0,0.00,,0.00,,
2,HC,7,,1,0,3,0,1.7,1,1,0.646,0,1,1.054,1.054,1.054,1.054,1.054,0,0,0.000,,0.000,,,1,1,0.646,0.646,0.646,0.646,,0,0,0.00,,0.00,,
2,HC,8,,1,0,3,0,5.8,1,3,0.663,0,1,4.148,4.148,4.148,4.148,4.148,1,2,0.698,0.349,0.663,0.663,0.035,0,0,0.000,,0.000,,,0,1,0.95,0.95,0.95,0.95,0.95
2,HC,9,,1,0,3,0,2.6,1,2,0.918,0,1,1.173,1.173,1.173,1.173,1.173,0,1,0.509,0.509,0.509,0.509,0.509,1,1,0.918,0.918,0.918,0.918,,0,0,0.00,,0.00,,
2,HC,10,,1,0,3,0,5.1,1,5,0.527,0,3,3.689,1.230,1.921,0.799,0.799,0,2,0.884,0.442,0.459,0.425,0.425,1,1,0.527,0.527,0.527,0.527,,0,0,0.00,,0.00,,
2,HC,11,,1,0,3,0,4.4,1,5,1.224,0,3,1.952,0.651,1.139,1.139,1.139,0,1,0.544,0.544,0.544,0.544,0.544,1,2,1.904,0.952,1.224,1.224,0.680,0,0,0.00,,0.00,,
2,HC,12,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HC,13,,1,0,3,0,4,1,3,0.595,0,2,3.065,1.533,2.193,2.193,2.193,0,1,0.340,0.340,0.340,0.340,0.340,1,1,0.595,0.595,0.595,0.595,,0,0,0.00,,0.00,,
2,HC,14,,1,0,3,0,3.6,1,3,1.887,0,2,1.560,0.780,1.326,1.326,1.326,0,1,0.153,0.153,0.153,0.153,0.153,1,1,1.887,1.887,1.887,1.887,,0,0,0.00,,0.00,,
2,HC,15,,1,0,3,0,2.2,1,2,0.663,0,1,1.496,1.496,1.496,1.496,1.496,0,1,0.041,0.041,0.041,0.041,0.041,1,1,0.663,0.663,0.663,0.663,,0,0,0.00,,0.00,,
2,HC,16,,1,0,3,0,1.6,1,3,0.561,0,2,0.614,0.307,0.544,0.544,0.544,0,1,0.425,0.425,0.425,0.425,0.425,1,1,0.561,0.561,0.561,0.561,,0,0,0.00,,0.00,,
2,HC,17,,1,0,3,0,2.1,2,2,0.612,0,1,1.488,1.488,1.488,1.488,1.488,1,1,0.306,0.306,0.306,0.306,,0,1,0.306,0.306,0.306,0.306,0.306,0,0,0.00,,0.00,,
2,HC,18,,1,0,3,0,2.2,2,2,2.142,0,1,0.058,0.058,0.058,0.058,0.058,0,1,1.173,1.173,1.173,1.173,1.173,1,1,0.969,0.969,0.969,0.969,,0,0,0.00,,0.00,,
2,HC,19,,1,1,3,0,7.6,1,5,0.594,0,3,4.624,1.541,1.648,1.395,1.395,0,1,0.408,0.408,0.408,0.408,0.408,1,1,0.594,0.594,0.594,0.594,,0,1,0.37,0.37,0.37,0.37,0.37
2,HC,20,,1,0,3,0,4,1,5,0.629,0,3,2.521,0.840,1.598,1.598,1.598,0,1,0.544,0.544,0.544,0.544,0.544,1,1,0.629,0.629,0.629,0.629,,0,1,0.31,0.31,0.31,0.31,0.31
2,HC,21,,1,0,3,0,1.5,1,1,0.340,0,1,1.160,1.160,1.160,1.160,1.160,0,0,0.000,,0.000,,,1,1,0.340,0.340,0.340,0.340,,0,0,0.00,,0.00,,
2,HC,22,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HC,23,,1,0,3,0,2.5,1,1,0.546,0,1,1.954,1.954,1.954,1.954,1.954,0,0,0.000,,0.000,,,1,1,0.546,0.546,0.546,0.546,,0,0,0.00,,0.00,,
2,HC,24,,1,0,3,0,5,1,3,1.241,0,2,3.453,1.726,2.280,1.173,1.173,0,0,0.000,,0.000,,,1,1,1.241,1.241,1.241,1.241,,0,1,0.31,0.31,0.31,0.31,0.31
2,HC,25,,1,0,3,0,1.5,1,1,0.187,0,1,1.313,1.313,1.313,1.313,1.313,0,0,0.000,,0.000,,,1,1,0.187,0.187,0.187,0.187,,0,0,0.00,,0.00,,
2,HC,26,,1,0,3,0,2,1,1,0.867,0,1,1.133,1.133,1.133,1.133,1.133,0,0,0.000,,0.000,,,1,1,0.867,0.867,0.867,0.867,,0,0,0.00,,0.00,,
2,HC,27,,1,0,3,0,4.7,2,2,1.258,0,1,3.442,3.442,3.442,3.442,3.442,0,1,0.629,0.629,0.629,0.629,0.629,1,1,0.629,0.629,0.629,0.629,,0,0,0.00,,0.00,,
2,HC,28,,1,0,3,0,4.6,1,4,0.493,0,2,3.307,1.654,2.270,1.037,1.037,0,1,0.493,0.493,0.493,0.493,0.493,1,1,0.493,0.493,0.493,0.493,,0,1,0.31,0.31,0.31,0.31,0.31
2,HC,29,,1,0,3,0,4.3,1,5,0.765,0,3,2.974,0.991,1.258,1.258,1.258,0,1,0.391,0.391,0.391,0.391,0.391,1,1,0.765,0.765,0.765,0.765,,0,1,0.17,0.17,0.17,0.17,0.17
2,HC,30,,1,0,3,0,4.2,1,3,0.629,0,2,3.231,1.615,2.822,2.822,2.822,0,0,0.000,,0.000,,,1,1,0.629,0.629,0.629,0.629,,0,1,0.34,0.34,0.34,0.34,0.34
2,HC,31,,1,1,3,0,10.1,1,5,0.408,0,3,2.957,0.986,1.275,1.241,1.241,0,2,2.635,1.318,1.921,0.714,0.714,1,1,0.408,0.408,0.408,0.408,,0,0,0.00,,0.00,,
2,HC,32,,1,0,3,0,4.3,3,3,3.009,0,1,1.291,1.291,1.291,1.291,1.291,0,1,1.462,1.462,1.462,1.462,1.462,1,1,0.748,0.748,0.748,0.748,,0,1,0.80,0.80,0.80,0.80,0.80
2,HC,33,,1,0,3,0,1.4,0,2,,1,2,0.924,0.462,0.652,0.272,0.652,0,1,0.476,0.476,0.476,0.476,0.476,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
2,HC,34,,1,0,3,0,2.9,1,3,0.357,0,1,1.394,1.394,1.394,1.394,1.394,1,2,0.792,0.396,0.435,0.357,0.435,0,0,0.000,,0.000,,,0,1,0.71,0.71,0.71,0.71,0.71
2,HC,35,,1,0,3,0,1.9,1,2,0.829,0,1,1.041,1.041,1.041,1.041,1.041,0,1,0.030,0.030,0.030,0.030,0.030,1,1,0.829,0.829,0.829,0.829,,0,0,0.00,,0.00,,
2,HC,36,,1,0,3,0,2.3,1,1,0.527,0,1,1.773,1.773,1.773,1.773,1.773,0,0,0.000,,0.000,,,1,1,0.527,0.527,0.527,0.527,,0,0,0.00,,0.00,,
2,HC,37,,1,0,3,0,1.6,1,3,0.646,0,2,0.733,0.366,0.493,0.493,0.493,0,1,0.221,0.221,0.221,0.221,0.221,1,1,0.646,0.646,0.646,0.646,,0,0,0.00,,0.00,,
2,HC,38,,1,0,3,0,5.4,1,7,0.425,0,4,3.003,0.751,1.224,1.224,1.224,0,2,1.309,0.654,0.765,0.765,0.765,1,1,0.425,0.425,0.425,0.425,,0,1,0.66,0.66,0.66,0.66,0.66
2,LC,53,,1,0,3,0,4.2,0,0,,1,1,4.200,4.200,4.200,4.200,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
2,LC,54,,1,0,3,0,3.7,0,2,,1,2,2.798,1.399,1.467,1.467,1.331,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,0,1,0.90,0.90,0.90,0.90,0.90
2,LC,55,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LC,56,,1,0,3,0,2,1,2,0.544,0,1,1.275,1.275,1.275,1.275,1.275,0,1,0.181,0.181,0.181,0.181,0.181,1,1,0.544,0.544,0.544,0.544,,0,0,0.00,,0.00,,
2,LC,57,,1,0,3,3,,1,5,1.054,0,3,4.164,1.388,1.853,1.819,1.819,0,2,0.782,0.391,0.408,0.374,0.374,1,1,1.054,1.054,1.054,1.054,,0,0,0.00,,0.00,,
2,LC,58,,1,0,3,3,,0,2,,1,2,5.643,2.822,2.907,2.907,2.736,0,1,0.357,0.357,0.357,0.357,0.357,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
2,LC,59,,1,0,3,0,4.9,1,2,2.635,0,1,1.105,1.105,1.105,1.105,1.105,0,0,0.000,,0.000,,,1,1,2.635,2.635,2.635,2.635,,0,1,1.16,1.16,1.16,1.16,1.16
2,LC,60,,1,1,3,0,9.4,1,3,0.629,0,2,3.994,1.997,2.345,1.649,1.649,0,0,0.000,,0.000,,,1,2,2.006,1.003,1.377,0.629,1.377,0,0,0.00,,0.00,,
2,LC,61,,1,0,3,0,4.2,1,5,0.051,0,3,3.503,1.168,2.533,2.533,2.533,0,1,0.306,0.306,0.306,0.306,0.306,1,1,0.051,0.051,0.051,0.051,,0,1,0.34,0.34,0.34,0.34,0.34
2,LC,62,,1,1,3,0,7.9,2,4,4.318,0,2,1.359,0.680,0.714,0.714,0.714,0,1,0.204,0.204,0.204,0.204,0.204,1,2,4.437,2.218,4.114,4.114,0.323,0,0,0.00,,0.00,,
2,LC,63,,1,1,3,0,16.8,999,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
2,LC,64,,1,1,3,0,7.6,1,1,4.079,0,1,1.921,1.921,1.921,1.921,1.921,0,0,0.000,,0.000,,,1,1,4.079,4.079,4.079,4.079,,0,0,0.00,,0.00,,
2,LC,65,,1,1,3,0,7.4,1,3,1.431,0,2,4.110,2.055,3.026,3.026,3.026,0,1,0.459,0.459,0.459,0.459,0.459,1,1,1.431,1.431,1.431,1.431,,0,0,0.00,,0.00,,
2,LC,66,,1,1,3,0,6.1,0,4,,1,3,4.674,1.558,2.635,2.635,1.122,0,1,0.561,0.561,0.561,0.561,0.561,0,0,0.000,,0.000,,,0,1,0.77,0.77,0.77,0.77,0.77
2,LC,67,,1,1,3,0,8.1,1,7,0.414,0,4,4.685,1.171,1.768,1.768,1.768,0,2,0.357,0.179,0.289,0.289,0.289,1,1,0.414,0.414,0.414,0.414,,0,1,0.54,0.54,0.54,0.54,0.54
2,LC,68,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LC,69,,1,0,3,0,5.2,1,5,1.105,0,3,3.245,1.082,1.326,1.326,1.326,0,2,0.850,0.425,0.731,0.731,0.731,1,1,1.105,1.105,1.105,1.105,,0,0,0.00,,0.00,,
2,LC,70,,1,1,3,0,16.2,999,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
2,LC,71,,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LC,72,,1,1,3,0,19.3,999,4,,0,0,0.000,,0.000,,,0,2,1.649,0.824,0.935,0.935,0.935,1,3,4.351,1.450,2.805,1.224,2.805,0,0,0.00,,0.00,,
2,LC,73,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LC,74,,1,1,3,0,9.7,0,3,,1,2,5.467,2.733,4.913,4.913,0.554,0,2,0.533,0.267,0.296,0.296,0.296,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
2,LC,75,,1,1,3,0,18,999,3,,0,0,0.000,,0.000,,,0,2,0.900,0.450,0.544,0.544,0.544,1,2,5.100,2.550,3.468,1.632,3.468,0,0,0.00,,0.00,,
2,LC,76,,1,1,3,0,7.6,0,2,,1,2,5.694,2.847,4.116,4.116,1.578,0,1,0.306,0.306,0.306,0.306,0.306,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
2,LC,77,,1,1,3,0,8.4,1,3,1.088,0,2,4.130,2.065,3.230,3.230,3.230,0,1,0.782,0.782,0.782,0.782,0.782,1,1,1.088,1.088,1.088,1.088,,0,0,0.00,,0.00,,
2,LC,78,,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LC,79,,1,0,3,3,,999,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
2,LC,80,,1,1,3,0,18.2,999,2,,0,0,0.000,,0.000,,,0,1,0.544,0.544,0.544,0.544,0.544,1,2,5.456,2.728,4.148,4.148,1.308,0,0,0.00,,0.00,,
2,LC,81,,1,1,3,0,7.9,0,6,,1,4,4.402,1.101,2.465,0.204,2.465,0,1,0.034,0.034,0.034,0.034,0.034,0,1,0.323,0.323,0.323,0.323,0.323,0,1,1.24,1.24,1.24,1.24,1.24
2,LC,82,,1,1,3,0,7.5,0,3,,1,2,4.521,2.260,2.447,2.074,2.447,0,1,0.799,0.799,0.799,0.799,0.799,0,1,0.680,0.680,0.680,0.680,0.680,0,0,0.00,,0.00,,
3,HC,1,,1,0,3,0,2.9,1,4,0.408,0,2,1.632,0.816,1.377,1.377,1.377,0,2,0.860,0.430,0.544,0.544,0.544,1,1,0.408,0.408,0.408,0.408,,0,0,0.00,,0.00,,
3,HC,2,,1,0,3,0,3,1,2,1.503,0,1,1.411,1.411,1.411,1.411,1.411,0,1,0.086,0.086,0.086,0.086,0.086,1,1,1.503,1.503,1.503,1.503,,0,0,0.00,,0.00,,
3,HC,3,,1,1,3,0,10.9,1,1,3.767,0,1,2.233,2.233,2.233,2.233,2.233,0,0,0.000,,0.000,,,1,1,3.767,3.767,3.767,3.767,,0,0,0.00,,0.00,,
