Exp,HMI,VP,TC12_Comment,TC12_valid,TC12_EB_triggered,TC12_Aut_Lvl_Notification,TC12_Aut_Lvl_End,TC12_TimeToL0,TC12_Nth_Gaze_To_IC,TC12_N_Gazes_Till_EB_or_TO,TC12_IC_Glance_Allocation_Time,TC12_IC_Glance_at_Start,TC12_IC_Number_Of_Glances_after_start,TC12_IC_Total_Duration,TC12_IC_Mean_Duration,TC12_IC_Max_Duration,TC12_IC_First_Glance_Duration_incl_start,TC12_IC_First_Glance_Duration_without_start,TC12_Street_Glance_at_Start,TC12_Street_Number_Of_Glances_after_start,TC12_Street_Total_Duration,TC12_Street_Mean_Duration,TC12_Street_Max_Duration,TC12_Street_First_Glance_Duration_incl_start,TC12_Street_First_Glance_Duration_without_start,TC12_Surt_Glance_at_Start,TC12_Surt_Number_Of_Glances_after_start,TC12_Surt_Total_Duration,TC12_Surt_Mean_Duration,TC12_Surt_Max_Duration,TC12_Surt_First_Glance_Duration_incl_start,TC12_Surt_First_Glance_Duration_without_start,TC12_Wheel_Glance_at_Start,TC12_Wheel_Number_Of_Glances_after_start,TC12_Wheel_Total_Duration,TC12_Wheel_Mean_Duration,TC12_Wheel_Max_Duration,TC12_Wheel_First_Glance_Duration_incl_start,TC12_Wheel_First_Glance_Duration_without_start
3,HC,4,,1,0,3,0,3.4,0,4,,1,2,0.595,0.298,0.527,0.068,0.527,0,2,1.989,0.994,1.071,1.071,1.071,0,1,0.816,0.816,0.816,0.816,0.816,0,0,0.00,,0.00,,
3,HC,5,,1,0,3,0,3,1,1,0.969,0,1,2.031,2.031,2.031,2.031,2.031,0,0,0.000,,0.000,,,1,1,0.969,0.969,0.969,0.969,,0,0,0.00,,0.00,,
3,HC,6,,1,0,3,0,5.2,1,5,0.425,0,3,3.942,1.314,1.924,1.734,1.734,0,1,0.493,0.493,0.493,0.493,0.493,1,1,0.425,0.425,0.425,0.425,,0,1,0.34,0.34,0.34,0.34,0.34
3,HC,7,,1,1,3,0,18.4,2,3,3.247,0,1,2.703,2.703,2.703,2.703,2.703,0,2,0.475,0.238,0.425,0.425,0.425,1,1,2.822,2.822,2.822,2.822,,0,0,0.00,,0.00,,
3,HC,8,,1,0,3,3,,1,1,1.357,0,1,4.643,4.643,4.643,4.643,4.643,1,1,1.357,1.357,1.357,1.357,,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
3,HC,9,,1,0,3,0,1.8,1,2,0.476,0,1,1.105,1.105,1.105,1.105,1.105,0,1,0.219,0.219,0.219,0.219,0.219,1,1,0.476,0.476,0.476,0.476,,0,0,0.00,,0.00,,
3,HC,10,,1,0,3,0,1.7,1,1,0.238,0,1,1.462,1.462,1.462,1.462,1.462,1,1,0.238,0.238,0.238,0.238,,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
3,HC,11,,1,0,3,0,2.2,1,1,0.697,0,1,1.503,1.503,1.503,1.503,1.503,0,0,0.000,,0.000,,,1,1,0.697,0.697,0.697,0.697,,0,0,0.00,,0.00,,
3,HC,12,,1,0,3,0,2.4,1,1,0.840,0,1,1.560,1.560,1.560,1.560,1.560,0,0,0.000,,0.000,,,1,1,0.840,0.840,0.840,0.840,,0,0,0.00,,0.00,,
3,HC,13,,1,0,3,0,2.2,1,1,0.816,0,1,1.384,1.384,1.384,1.384,1.384,0,0,0.000,,0.000,,,1,1,0.816,0.816,0.816,0.816,,0,0,0.00,,0.00,,
3,HC,14,,1,1,3,0,6.9,0,1,,1,1,2.023,2.023,2.023,2.023,,0,1,3.977,3.977,3.977,3.977,3.977,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
3,HC,15,,1,1,3,0,7.5,1,1,0.969,0,1,5.031,5.031,5.031,5.031,5.031,0,0,0.000,,0.000,,,1,1,0.969,0.969,0.969,0.969,,0,0,0.00,,0.00,,
3,HC,16,,1,0,3,0,2.6,1,3,0.664,0,2,1.749,0.874,1.682,1.682,1.682,0,1,0.187,0.187,0.187,0.187,0.187,1,1,0.664,0.664,0.664,0.664,,0,0,0.00,,0.00,,
3,HC,17,kein ET,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,HC,18,,1,0,3,0,2.6,1,2,0.612,0,1,1.836,1.836,1.836,1.836,1.836,0,1,0.152,0.152,0.152,0.152,0.152,1,1,0.612,0.612,0.612,0.612,,0,0,0.00,,0.00,,
3,HC,19,,1,0,3,0,1.8,1,1,0.578,0,1,1.222,1.222,1.222,1.222,1.222,1,1,0.578,0.578,0.578,0.578,,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
3,HC,20,,1,0,3,0,2.2,2,3,2.091,0,1,0.034,0.034,0.034,0.034,0.034,0,2,1.605,0.803,1.530,1.530,1.530,1,1,0.561,0.561,0.561,0.561,,0,0,0.00,,0.00,,
3,HC,21,,1,1,3,0,7.3,1,3,0.748,0,2,4.249,2.124,3.128,3.128,3.128,0,1,1.003,1.003,1.003,1.003,1.003,1,1,0.748,0.748,0.748,0.748,,0,0,0.00,,0.00,,
3,LC,51,,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,LC,52,,1,1,3,0,7.3,1,3,0.680,0,2,4.572,2.286,3.467,1.105,1.105,0,1,0.748,0.748,0.748,0.748,0.748,1,1,0.680,0.680,0.680,0.680,,0,0,0.00,,0.00,,
3,LC,53,,1,1,3,0,11.2,1,3,0.119,0,2,4.827,2.414,3.740,3.740,3.740,1,2,1.173,0.586,1.054,0.119,1.054,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
3,LC,54,,1,0,3,0,4.6,1,1,2.434,0,1,2.166,2.166,2.166,2.166,2.166,0,0,0.000,,0.000,,,1,1,2.434,2.434,2.434,2.434,,0,0,0.00,,0.00,,
3,LC,55,,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,LC,56,,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,LC,57,,1,1,3,0,7.7,1,1,2.057,0,1,3.943,3.943,3.943,3.943,3.943,1,1,2.057,2.057,2.057,2.057,,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
3,LC,58,,1,1,3,0,9,1,1,4.114,0,1,1.886,1.886,1.886,1.886,1.886,0,0,0.000,,0.000,,,1,1,4.114,4.114,4.114,4.114,,0,0,0.00,,0.00,,
3,LC,59,,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,LC,60,,1,1,3,0,7.1,1,1,2.431,0,1,3.569,3.569,3.569,3.569,3.569,1,1,2.431,2.431,2.431,2.431,,0,0,0.000,,0.000,,,0,0,0.00,,0.00,,
3,LC,61,,1,0,3,0,4.2,0,2,,1,2,3.265,1.632,3.213,3.213,0.052,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,0,1,0.94,0.94,0.94,0.94,0.94
3,LC,62,,1,1,3,0,9.6,,3,,0,0,0.000,,0.000,,,1,2,0.510,0.255,0.323,0.187,0.323,0,2,5.490,2.745,5.253,5.253,5.253,0,0,0.00,,0.00,,
3,LC,63,,1,1,3,0,14,,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
3,LC,64,,1,1,3,0,7.6,1,1,2.227,0,1,3.773,3.773,3.773,3.773,3.773,0,0,0.000,,0.000,,,1,1,2.227,2.227,2.227,2.227,,0,0,0.00,,0.00,,
3,LC,65,,1,1,3,0,14.3,,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
3,LC,66,,1,1,3,0,6.9,,0,3.553,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
3,LC,67,,1,1,3,0,11.5,,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
3,LC,68,,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,LC,69,,1,1,3,0,6.7,2,3,2.108,0,1,3.689,3.689,3.689,3.689,3.689,1,1,0.935,0.935,0.935,0.935,,0,1,1.173,1.173,1.173,1.173,1.173,0,1,0.20,0.20,0.20,0.20,0.20
3,LC,70,,1,1,3,0,12,,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,6.000,6.000,6.000,6.000,,0,0,0.00,,0.00,,
3,LC,71,,1,0,3,0,2.7,1,5,0.547,0,3,1.598,0.533,0.938,0.938,0.938,0,0,0.000,,0.000,,,1,1,0.547,0.547,0.547,0.547,,0,2,0.56,0.28,0.37,0.18,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
