Exp,HMI,VP,TC01_Duration,TC01_Surt_AOI_Attention_Ratio,TC01_street_AOI_Attention_Ratio,TC01_ic_AOI_Attention_Ratio,TC01_wheel_AOI_Attention_Ratio,TC01_EyesOnAOIs,TC01_valid,TC01_Comment,TC04_Duration,TC04_Surt_AOI_Attention_Ratio,TC04_street_AOI_Attention_Ratio,TC04_ic_AOI_Attention_Ratio,TC04_wheel_AOI_Attention_Ratio,TC04_EyesOnAOIs,TC04_valid,TC04_Comment,TC07_Duration,TC07_Surt_AOI_Attention_Ratio,TC07_street_AOI_Attention_Ratio,TC07_ic_AOI_Attention_Ratio,TC07_wheel_AOI_Attention_Ratio,TC07_EyesOnAOIs,TC07_valid,TC07_Comment,TC01_Lvl_start,TC01_Lvl_end,TC01_prop_L0,TC01_prop_L2,TC01_prop_L3,TC04_Lvl_start,TC04_Lvl_end,TC04_prop_L0,TC04_prop_L2,TC04_prop_L3,TC07_Lvl_start,TC07_Lvl_end,TC07_prop_L0,TC07_prop_L2,TC07_prop_L3
2,LC,75,80.526,0.01,0.184,27.539,59.372,0.87,1,,72.838,0.973,11.232,29.141,56.002,0.97,1,,71.399,0,0.599,43.634,52.242,0.96,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
2,LC,76,73.87,0,0.173,38.024,53.586,0.92,1,,74.289,0,69.045,1.026,1.236,0.71,1,,74.065,0.855,0.675,50.352,36.244,0.88,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
2,LC,77,69.784,0,0,17.656,73.892,0.92,1,,73.823,0,0,21.346,75.317,0.97,0,,74.044,0.019,0,42.244,50.712,0.93,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
2,LC,78,71.998,0,0.186,24.692,63.21,0.88,1,,74.39,0,68.189,5.434,11.395,0.85,0,,74,1.486,61.824,6.931,16.196,0.86,0,,0,0,1,0,0,2,2,0,1,0,0,3,0.09478673,0.023696682,0.881516588
2,LC,79,72.81,0,2.567,31.482,62.7,0.97,1,,68.252,0,21.128,14.24,61.043,0.96,0,,66.718,0,1.356,11.112,84.605,0.97,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
2,LC,80,80.911,1.84,1.254,39.564,54.36,0.97,1,,76.995,0.507,1.261,54.617,38.064,0.94,0,,55.76,0,78.223,8.192,11.126,0.98,0,,0,0,1,0,0,0,0,1,0,0,3,3,0,0,1
2,LC,82,55.351,0,0,14.186,81.012,0.95,1,,74.558,0,61.713,9.338,23.806,0.95,1,,67.978,0,0,24.808,72.251,0.97,0,,0,0,1,0,0,3,3,0,0,1,2,0,0.976702509,0.023297491,0
3,HC,1,71.476,0,90.502,8.965,0,0.99,1,,74.312,74.144,22.582,1.015,0,0.98,1,,74.674,0,71.16,27.044,0,0.98,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,2,56.592,0,83.388,16.577,0,1.00,1,,75.171,0,71.085,26.802,0,0.98,1,,74.781,0,51.318,48.895,0,1.00,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,3,68.454,0,39.277,39.475,0,0.79,1,,74.524,86.587,1.095,4.122,0,0.92,1,,74.675,0.222,49.311,34.567,0,0.84,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,4,65.199,1.923,67.95,21.592,0,0.91,1,,74.896,96.968,1.773,0,0,0.99,1,,74.198,0,45.937,49.799,0,0.96,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,5,69.897,1.167,51.414,30.272,2.122,0.85,1,,75.23,86.977,0.796,0.952,0,0.89,1,,75.167,0,76.342,9.513,0,0.86,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,6,69.553,0,54.545,41.547,0,0.96,1,,74.897,95.63,2.757,0.466,0,0.99,1,,74.759,0,79.114,18.109,0,0.97,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,7,73.499,0,19.185,51.863,0,0.71,1,,76.928,48.864,16.281,6.323,0,0.71,1,,74.96,0,74.791,18.925,0,0.94,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,8,68.92,0,75.015,2.869,0.772,0.79,1,,67.702,6.137,63.5,11.852,0,0.81,1,,69.546,1.862,75.566,4.828,0,0.82,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,9,70.871,0.023,72.395,24.135,0,0.97,1,,75.048,71.615,16.704,8.646,0,0.97,1,,74.669,1.646,66.925,23.549,0.304,0.92,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,10,73.941,0,65.443,27.673,0,0.93,1,,75.419,0,14.923,28.709,0,0.44,0,,74.367,0,33.383,45.336,0,0.79,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,HC,11,72.194,0,68.827,23.32,0,0.92,1,,74.76,84.985,0.765,0,0,0.86,1,,75.447,0,60.358,12.358,0,0.73,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,12,63.505,0.406,83.524,11.415,0,0.95,1,,74.123,9.477,57.981,5.005,0,0.72,1,,75.107,0,73.567,10.758,0,0.84,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,13,70.226,0,82.101,15.192,0,0.97,1,,75.263,96.544,2.615,0,0,0.99,1,,74.261,54.226,9.37,16.423,0,0.80,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,14,69.91,0,74.477,3.479,0,0.78,1,,74.599,0,26.94,51.888,0,0.79,0,,73.886,0,37.375,38.955,0,0.76,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,HC,15,63.762,0,68.334,18.729,0,0.87,1,,75.736,22.852,22.497,37.662,1.232,0.84,1,,74.81,0,55.368,38.118,0,0.93,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,16,79.279,0,1.293,40.257,16.803,0.58,0,FieldCam falsch ausgerichtet,74.983,0,43.855,43.503,0,0.87,0,,74.76,0,31.847,56.007,0,0.88,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,HC,18,73.341,0,72.164,25.101,0,0.97,1,,69.842,2.037,49.442,44.207,0,0.96,0,,73.508,0.318,45.346,45.596,0,0.91,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,HC,19,63.81,0,43.007,44.675,0,0.88,1,,69.287,0.192,47.889,30.062,0,0.78,0,,66.788,11.499,51.391,18.307,0,0.81,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,HC,20,66.879,0,49.093,43.483,0,0.93,1,,74.352,83.601,8.094,3.781,0,0.95,1,,74.295,0,39.117,33.916,0,0.73,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,HC,21,74.198,0,61.667,34.183,0,0.96,1,,74.493,100,0,0,0,1.00,1,,75.491,0,55.469,39.419,0,0.95,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,51,70.601,0,62.978,31.687,0,0.95,1,,74.336,55.807,21.527,18.061,0,0.95,0,,74.375,62.966,20.756,8.352,0,0.92,0,,0,0,1,0,0,2,2,0,1,0,3,3,0,0,1
3,LC,52,70.494,0,71.755,21.368,0,0.93,1,,74.847,41.96,36.259,16.388,0,0.95,1,,74.186,0,63.269,29.985,0,0.93,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,53,71.911,0,56.096,37.834,0.264,0.94,1,,74.918,5.435,67.659,12.108,0.211,0.85,1,,75.031,41.844,40.415,2.39,0,0.85,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,54,68.269,1.172,33.829,47.505,2.848,0.85,1,,74.701,67.975,21.775,5.921,0,0.96,1,,74.087,0,66.747,28.446,0,0.95,1,,0,0,0.872113677,0.055062167,0.072824156,3,3,0,0,1,2,2,0,1,0
3,LC,55,75.862,0,83.996,9.994,0,0.94,1,,85.87,0.562,62.293,25.431,0.212,0.89,0,,82.2,0,60.37,25.606,0.64,0.87,1,,0,0,1,0,0,2,0,0.332425068,0.667574932,0,2,2,0.267525036,0.732474964,0
3,LC,56,53.786,0,24.35,4.176,0.865,0.29,0,Kalibrierung fehlerhaft,70.257,0,16.955,12.221,0,0.29,0,Kalibrierung fehlerhaft,75.185,0,24.626,7.862,0,0.32,0,Kalibrierung fehlerhaft,0,2,0.272727273,0.727272727,0,2,2,0,1,0,2,2,0,1,0
3,LC,57,71.838,0,81.088,15.98,0,0.97,1,,75.248,0,61.925,34.043,3.075,0.99,0,,75.097,74.074,17.455,3.519,0,0.95,0,,0,0,1,0,0,2,2,0,1,0,3,3,0,0,1
3,LC,58,71.844,0,35.899,50.82,0,0.87,1,,72.704,0,42.991,36.638,2.568,0.82,1,,74.2,0,24.943,65.93,0,0.91,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,59,69.796,0,65.891,31.737,0,0.98,1,,74.907,94.053,2.423,2.088,0,0.99,0,,71.159,94.141,0,4.751,0,0.99,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,LC,60,71.119,0.375,65.319,27.242,0,0.93,1,,72.364,0,33.381,52.489,1.861,0.88,1,,74.464,30.442,21.58,37.069,0,0.89,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,61,74.558,0,73.769,21.452,0,0.95,1,,74.541,0,71.021,22.987,0,0.94,0,,74.912,0,31.317,61.249,0,0.93,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,LC,62,75.518,1.818,57.28,28.83,0,0.88,1,,75.785,46.285,20.806,16.165,0,0.83,1,,74.434,6.912,52.726,15.935,0,0.76,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,63,69.861,0,77.58,19.295,0,0.97,1,,74.346,0,50.252,34.879,0,0.85,1,,75.181,70.717,10.25,0,0,0.81,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,64,75.186,1.563,5.094,75.384,0,0.82,1,,76.137,57.508,1.591,21.809,0.218,0.81,0,,74.271,0.405,5.406,74.927,0,0.81,1,,0,0,1,0,0,0,3,0.282371295,0.03900156,0.678627145,2,2,0,1,0
3,LC,65,67.712,0,99.771,0,0,1.00,1,,74.548,21.13,56.526,0,0,0.78,1,,74.702,0,92.604,0,0,0.93,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,66,69.289,0,66.081,28.042,0,0.94,1,,74.419,56.315,8.883,14.616,0,0.80,1,,74.18,0,45.693,38.9,0.532,0.85,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,67,75.599,0,64.362,30.556,0,0.95,1,,74.857,0,64.11,34.068,0,0.98,0,,74.356,37.77,23.34,16.071,0.605,0.78,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,LC,68,77.095,0,84.222,13.057,0,0.97,1,,74.878,0,74.692,23.49,0,0.98,0,,74.138,0,57.321,41.21,0,0.99,1,,0,0,1,0,0,2,2,0,1,0,2,2,0,1,0
3,LC,69,68.318,0.536,53.067,43.131,0,0.97,1,,74.286,93.576,2.217,0,0,0.96,1,,74.109,0,51.131,26.63,0,0.78,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
3,LC,70,72.686,0,60.47,32.024,0,0.92,1,,74.423,63.013,13.035,16.893,0,0.93,1,,74.759,0,60.817,30.582,0,0.91,1,,0,0,1,0,0,3,3,0,0.015797788,0.984202212,2,2,0,1,0
3,LC,71,70.326,0,71.889,26.195,0,0.98,1,,74.975,78.993,13.235,4.14,0,0.96,1,,74.575,0,54.352,42.899,0,0.97,1,,0,0,1,0,0,3,3,0,0,1,2,2,0,1,0
