"Test","eta_sq_Exp","eta_sq_HMI","eta_sq_Interaction","eta_sq_Residuals","eta_sq_part_Exp","eta_sq_part_HMI","eta_sq_part_Interaction","eta_sq_part_Residuals","SumSq_Exp","SumSq_HMI","SumSq_Interaction","SumSq_Residuals","Df_Exp","Df_HMI","Df_Interaction","Df_Residuals","MeanSq_Exp","MeanSq_HMI","MeanSq_Interaction","MeanSq_Residuals","F_Exp","F_HMI","F_Interaction","F_Residuals","p_Exp","p_HMI","p_Interaction","p_Residuals","lev_Df_group","lev_Df","lev_F","lev_x1","lev_p","lev_x2","shap_W","shap_p","method","data"
"SUS 23",0.02466139397581112,0.007207685146254297,0.00544835129623525,0.964675953034391,0.02492718388761767,0.007416201758213564,0.005616137305202909,NA,578.573062843192,169.09719195792422,127.82202417269582,22631.953463203437,1,1,1,99,578.573062843192,169.09719195792422,127.82202417269582,228.60559053740846,2.5308788883206064,0.7396896618337668,0.5591377878039222,NA,0.11482634185733764,0.3918382683714726,0.4563803821511746,NA,3,99,1.9838068190703537,NA,0.12131753810192968,NA,"0.920854227938438","1.19078727639087e-05","Shapiro-Wilk normality test","anova_SUS_res"
"UMUX 23",0.02636886433309987,0.0172061098889415,3.8001561992227546e-5,0.9576739904515693,0.026796459325818665,0.017649462618974033,3.967953028585386e-5,NA,546.0890111162771,356.3319002182252,0.7869976934562146,19833.059012746515,1,1,1,99,546.0890111162771,356.3319002182252,0.7869976934562146,200.33392942168197,2.725893774922254,1.7786897169484646,0.003928429376531954,NA,0.10190170708908974,0.18537061031784074,0.9501499371872804,NA,3,99,1.1353923740464031,NA,0.3386044692162015,NA,"0.936416839392921","9.2282355125487e-05","Shapiro-Wilk normality test","anova_UMUX_res"
"Trust 23",0.007546188574236446,0.002970386001287446,0.002521777905900209,0.987810499867586,0.007581391336255147,0.0029980251371952353,0.002546395752716244,NA,0.9676704727040288,0.3809015369417921,0.3233751706905821,126.66991341991334,1,1,1,99,0.9676704727040288,0.3809015369417921,0.3233751706905821,1.2794940749486197,0.7562914839936928,0.29769699164655206,0.2527367472987851,NA,0.3865952143229824,0.5865571045046303,0.6162711405576242,NA,3,99,2.0949528029783795,NA,0.1057346953769269,NA,"0.913277717405739","4.73640623855479e-06","Shapiro-Wilk normality test","anova_Trust_res"
"Acceptance 23",5.012583719798415e-4,0.002005033487919366,0.012531459299496039,0.9862144546345956,5.080068811841261e-4,0.0020289353853248353,0.012547194561361684,NA,0.05624800255672824,0.22499201022691295,1.406200063918206,110.66666666666656,1,1,1,99,0.05624800255672824,0.22499201022691295,1.406200063918206,1.1178451178451168,0.050318243251049104,0.20127297300419641,1.2579560812762276,NA,0.822972731712377,0.6546757283435176,0.26475141617963727,NA,3,99,0.9163649827217363,NA,0.43595769740858703,NA,"0.863795058318667","2.78670720838849e-08","Shapiro-Wilk normality test","anova_Acceptance_res"
"UEQ_Attractiveness 23",0.002929233580926456,4.328598518762106e-5,0.007547155633910293,0.988569926069541,0.002954348021796707,4.3784550580358614e-5,0.0075765748550400995,NA,0.2562636996362073,0.003786869978142704,0.6602621371916655,86.48493867243869,1,1,1,99,0.2562636996362073,0.003786869978142704,0.6602621371916655,0.8735852391155423,0.29334710359307403,0.00433486030736589,0.7558073415481986,NA,0.5893004258784368,0.9476382575871187,0.38674667821293973,NA,3,99,1.6670146345597945,NA,0.17901925010835734,NA,"0.946847059129742","0.000417180167386103","Shapiro-Wilk normality test","anova_UEQ_Attractiveness_res"
"UEQ_Perspicuity 23",0.04017079029504081,4.780202171772506e-4,3.357830593851449e-4,0.9590853907785406,0.04020069233085163,4.981642814842424e-4,3.499850415453396e-4,NA,5.596073843661941,0.06659158095820317,0.04677694369388519,133.60734577922074,1,1,1,99,5.596073843661941,0.06659158095820317,0.04677694369388519,1.349569149285058,4.146563254373808,0.04934284470972121,0.034660649821956546,NA,0.04438954036692633,0.8246683415751191,0.8526894887593847,NA,3,99,1.4429034561401652,NA,0.2349208823627436,NA,"0.901814886488663","1.27111992208693e-06","Shapiro-Wilk normality test","anova_UEQ_Perspicuity_res"
"UEQ_Efficiency 23",0.03451836561479363,0.004587864940022564,0.0024007197933089384,0.9596897117361808,0.03471945803012018,0.004757826015032529,0.002495316151822005,NA,2.2798458881722254,0.3030162301345243,0.15856113265928684,63.384943181818166,1,1,1,99,2.2798458881722254,0.3030162301345243,0.15856113265928684,0.6402519513314966,3.560857383458115,0.47327654293650834,0.2476542747422105,NA,0.06208687991625972,0.49309240985415637,0.6198352129148754,NA,3,99,1.3187308293257824,NA,0.27261976448213177,NA,"0.952605431758899","0.0010131367573993","Shapiro-Wilk normality test","anova_UEQ_Efficiency_res"
"UEQ_Dependability 23",0.009696575265614541,0.008019747782159645,5.833824207508163e-4,0.9814694671964965,0.009782997853243353,0.00810493703292424,5.940438144221954e-4,NA,1.1476673494291134,0.9492013858624802,0.06904798221913211,116.16477272727272,1,1,1,99,1.1476673494291134,0.9492013858624802,0.06904798221913211,1.1733815426997245,0.9780853947885974,0.8089452163007022,0.05884529431089058,NA,0.32508295294888967,0.3706147680923674,0.8088322480228951,NA,3,99,1.112057524515614,NA,0.3479700633960475,NA,"0.952184588060225","0.000948192877381911","Shapiro-Wilk normality test","anova_UEQ_Dependability_res"
"UEQ_Novelty 23",0.02602735199738985,9.946031336432286e-4,0.007866203915379929,0.9650239664750624,0.02626236554279234,0.0010295900771825758,0.008085397668498435,NA,3.646040341090668,0.13932893169470617,1.1019367936314381,135.1853354978355,1,1,1,99,3.646040341090668,0.13932893169470617,1.1019367936314381,1.3655084393720758,2.67009725898676,0.10203447132027693,0.8069791162463704,NA,0.10542598292179972,0.7500747793108874,0.3711944956335277,NA,3,99,0.8110872938136358,NA,0.49068071322699824,NA,"0.979858414170185","0.118013530538181","Shapiro-Wilk normality test","anova_UEQ_Novelty_res"
"UEQ_Stimulation 23",0.020413429902798458,0.007695361779110343,0.015069088990118745,0.959614665753537,0.020829433353262553,0.007955424383162013,0.015460490560942973,NA,1.8725853634620506,0.7059186967953792,1.3823328866323976,88.02834145021644,1,1,1,99,1.8725853634620506,0.7059186967953792,1.3823328866323976,0.8891751661638024,2.105980277812984,0.7939028480079435,1.5546238123093807,NA,0.1498857059637826,0.37508293750142485,0.21539601348702508,NA,3,99,1.0329291219748102,NA,0.3814725493742711,NA,"0.97088544445384","0.0225532100646186","Shapiro-Wilk normality test","anova_UEQ_Stimulation_res"
